Row 1
	        TIME	      NRiter	      LSiter	         FPR	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR	        FWPT
	         DAY	            	            	        PSIA	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY	         STB
	            	            	            	            	            	            	            	            	            	            
	           1	           4	          62	     3768.89	       37446	       37446	     51404.8	     51404.8	     42.1079	     42.1079
	        1.15	           6	          76	     3765.32	     37410.1	     43057.5	       51270	     59095.3	     42.2844	     48.4506
	     1.39425	           7	          88	     3760.47	     37259.4	     52158.1	     50952.6	     71540.5	      42.465	     58.8226
	     1.88275	           8	         102	     3752.49	     37071.3	     70267.4	     50535.9	     96227.2	     42.5228	      79.595
	     2.85975	           9	         119	      3740.2	     36851.3	      106271	     50143.4	      145217	     43.3611	     121.959
	     4.81374	          11	         151	     3722.92	     36716.8	      178016	     50017.8	      242952	     44.7484	     209.397
	     7.57518	          13	         187	      3703.5	     36588.6	      279053	     49774.6	      380401	     46.3561	     337.406
	     12.7795	          15	         228	     3675.42	     36445.1	      468723	     49507.7	      638053	     51.8688	     607.346
	     22.7795	          18	         287	     3638.66	     36291.2	      831635	     49613.8	 1.13419e+06	     85.6529	     1463.87
	     32.7795	          21	         340	     3613.02	     35961.5	 1.19125e+06	     49979.1	 1.63398e+06	     158.377	     3047.65
	     42.7795	          23	         378	     3592.28	     35650.7	 1.54776e+06	     52097.8	 2.15496e+06	     252.284	     5570.49
	          50	          25	         412	     3578.68	     35491.5	 1.80403e+06	     54707.5	 2.54998e+06	     320.188	     7882.42
	          60	          27	         447	     3560.38	     35293.6	 2.15696e+06	     59292.1	  3.1429e+06	     410.472	     11987.1
	          70	          29	         478	     3542.24	     35124.9	 2.50821e+06	     64754.3	 3.79044e+06	     505.907	     17046.2
	          80	          31	         510	     3523.95	     34966.1	 2.85787e+06	     70739.8	 4.49784e+06	     607.861	     23124.8
	          90	          33	         543	     3505.37	     34827.2	 3.20614e+06	     76891.4	 5.26675e+06	     728.106	     30405.9
	         100	          35	         573	     3486.31	       34697	 3.55311e+06	       83171	 6.09847e+06	     876.721	     39173.1
	         110	          37	         604	     3466.83	     34331.5	 3.89643e+06	     88423.6	  6.9827e+06	     1095.46	     50127.7
	         115	          38	         621	     3456.98	     34189.7	 4.06738e+06	       91008	 7.43774e+06	     1184.39	     56049.6
	         120	          39	         638	     3447.11	     34082.5	 4.23779e+06	       93708	 7.90628e+06	     1260.26	       62351
	         125	          40	         656	      3437.1	     33998.1	 4.40778e+06	     96513.3	 8.38885e+06	      1323.3	     68967.4
	         130	          41	         673	     3426.92	     33912.7	 4.57734e+06	     99301.9	 8.88536e+06	     1380.46	     75869.7
	         140	          43	         705	     3405.81	     33777.8	 4.91512e+06	      105038	 9.93574e+06	     1496.12	     90830.9
	         150	          45	         737	     3384.09	     33562.5	 5.25075e+06	      110518	 1.10409e+07	     1619.73	      107028
	         160	          47	         770	     3361.81	     33343.7	 5.58418e+06	      115950	 1.22004e+07	     1729.93	      124328
	         170	          49	         802	     3338.95	     33139.3	 5.91558e+06	      121519	 1.34156e+07	     1840.16	      142729
	         180	          51	         834	      3315.8	     32638.8	 6.24197e+06	      125426	 1.46699e+07	     1938.68	      162116
	         190	          53	         866	      3292.6	     31980.1	 6.56177e+06	      128116	  1.5951e+07	      2026.4	      182380
	         200	          55	         899	     3269.43	     31275.7	 6.87452e+06	      129664	 1.72477e+07	     2108.22	      203462
	         210	          57	         933	      3246.4	     30585.6	 7.18038e+06	      130545	 1.85531e+07	     2182.58	      225288
	         220	          59	         967	     3223.54	     29971.5	 7.48009e+06	      131264	 1.98658e+07	     2243.54	      247723
	         230	          60	         989	     3200.62	     29184.5	 7.77194e+06	      131708	 2.11828e+07	     2335.67	      271080
	         240	          61	        1011	     3178.31	     28676.1	  8.0587e+06	      132143	 2.25043e+07	     2410.26	      295183
	         250	          62	        1033	     3156.08	     28116.8	 8.33987e+06	      131999	 2.38243e+07	     2490.64	      320089
	         260	          64	        1065	     3134.24	     27572.6	  8.6156e+06	      132071	  2.5145e+07	     2547.05	      345560
	         270	          65	        1087	     3112.19	     27055.7	 8.88615e+06	      132515	 2.64701e+07	     2594.87	      371508
	         280	          66	        1109	     3090.52	     26580.5	 9.15196e+06	      132259	 2.77927e+07	     2635.11	      397859
	         290	          67	        1131	     3068.95	     26115.7	 9.41311e+06	      132298	 2.91157e+07	     2670.85	      424568
	         300	          69	        1164	     3047.66	       25649	  9.6696e+06	      132410	 3.04398e+07	     2706.45	      451632
	         301	          73	        1193	     3047.13	      2488.5	 9.67209e+06	     10288.8	 3.04501e+07	      352.83	      451985
	     301.307	          75	        1204	     3046.97	     2488.08	 9.67286e+06	     10002.5	 3.04532e+07	      358.71	      452095
	      301.92	          77	        1219	     3046.66	     2487.87	 9.67438e+06	     9586.01	  3.0459e+07	     377.374	      452327
	     303.102	          80	        1244	     3046.08	     2487.31	 9.67732e+06	        9125	 3.04698e+07	     404.265	      452804
	         305	          82	        1265	      3045.2	     2486.63	 9.68204e+06	     8707.62	 3.04863e+07	     434.767	      453630
	     308.796	          85	        1302	     3043.56	     2485.33	 9.69148e+06	     8255.25	 3.05177e+07	     421.485	      455229
	         310	          87	        1321	     3043.06	     2485.12	 9.69447e+06	     8142.49	 3.05275e+07	     485.488	      455814
	     312.408	          89	        1344	     3042.09	     2484.32	 9.70045e+06	     7948.73	 3.05466e+07	     477.781	      456965
	         315	          91	        1368	     3041.09	      2483.6	 9.70689e+06	     7735.89	 3.05667e+07	     492.383	      458241
	         320	          93	        1397	      3039.3	     2482.64	  9.7193e+06	     7299.03	 3.06032e+07	      509.35	      460788
	         330	          96	        1439	     3036.09	     2481.12	 9.74411e+06	     6413.52	 3.06673e+07	     532.477	      466112
	         340	          99	        1477	     3033.21	     2479.93	 9.76891e+06	     5722.28	 3.07245e+07	     541.634	      471529
	         350	         102	        1518	     3030.63	     2478.43	  9.7937e+06	     5222.67	 3.07768e+07	     550.008	      477029
	         360	         105	        1557	     3028.27	     2476.31	 9.81846e+06	     4877.66	 3.08255e+07	     555.213	      482581
	       360.5	         109	        1578	     3027.36	     32859.9	 9.83489e+06	     74613.1	 3.08628e+07	     4855.37	      485009
	      360.61	         111	        1587	      3027.2	     31302.8	 9.83833e+06	       74105	  3.0871e+07	     4792.07	      485535
	      360.71	         112	        1591	     3027.05	     31217.3	 9.84145e+06	     75742.8	 3.08786e+07	     4727.17	      486008
	      360.91	         113	        1596	     3026.77	     31020.9	 9.84765e+06	     78238.8	 3.08942e+07	     4607.14	      486929
	         361	         114	        1600	     3026.64	     30961.6	 9.85044e+06	     79341.4	 3.09014e+07	     4529.65	      487337
	      361.18	         115	        1605	     3026.38	     30795.2	   9.856e+06	     80725.1	 3.09159e+07	     4418.62	      488134
	     361.541	         117	        1617	     3025.86	     30549.7	 9.86701e+06	     81698.8	 3.09454e+07	     4234.74	      489661
	     362.262	         119	        1631	     3024.83	     30222.2	  9.8888e+06	       82169	 3.10046e+07	     3976.51	      492528
	         363	         120	        1639	     3023.77	     30154.5	 9.91106e+06	     83213.9	  3.1066e+07	     3763.68	      495306
	     364.476	         121	        1649	     3021.65	     29953.5	 9.95528e+06	     84682.1	  3.1191e+07	      3508.3	      500485
	         366	         123	        1669	     3019.47	     29765.2	 1.00006e+07	     86081.5	 3.13222e+07	     3314.98	      505537
	     369.048	         125	        1688	     3014.94	     29356.6	 1.00901e+07	     89963.5	 3.15964e+07	     3123.61	      515056
	         370	         126	        1696	     3013.51	       29277	  1.0118e+07	     91271.6	 3.16833e+07	     3078.49	      517988
	     371.905	         127	        1707	      3010.6	     29050.6	 1.01733e+07	     93600.4	 3.18616e+07	     2863.63	      523443
	     375.715	         129	        1730	     3004.57	     28677.6	 1.02826e+07	     98173.3	 3.22356e+07	     2811.51	      534155
	     378.001	         130	        1741	     3000.87	     28462.6	 1.03476e+07	      101128	 3.24668e+07	     2767.78	      540482
	     379.372	         132	        1760	     2998.62	     28333.6	 1.03865e+07	      102853	 3.26079e+07	     3006.06	      544605
	     382.116	         135	        1778	     2993.99	     28056.5	 1.04635e+07	      106543	 3.29001e+07	     2917.15	      552607
	     387.602	         139	        1811	     2984.23	     27559.6	 1.06147e+07	      112952	 3.35198e+07	     2968.41	      568892
	     397.602	         142	        1846	     2965.41	       26586	 1.08805e+07	      121237	 3.47322e+07	     2957.15	      598464
	     407.602	         144	        1876	     2946.05	     25614.9	 1.11367e+07	      125943	 3.59916e+07	     2985.84	      628322
	     417.602	         146	        1908	     2926.36	     24724.3	 1.13839e+07	      129053	 3.72822e+07	     3005.41	      658376
	         420	         147	        1922	     2921.62	     24529.3	 1.14427e+07	      129834	 3.75935e+07	     3013.47	      665603
	     424.796	         148	        1940	     2912.07	     24131.4	 1.15585e+07	      131084	 3.82223e+07	     3025.65	      680116
	     434.389	         150	        1973	      2892.8	       23448	 1.17834e+07	      132528	 3.94936e+07	     3050.83	      709382
	     444.389	         151	        1995	     2872.62	     22753.1	  1.2011e+07	      132746	 4.08211e+07	     3031.64	      739698
	     454.389	         152	        2017	     2852.71	     22046.3	 1.22314e+07	      132109	 4.21422e+07	     2959.22	      769291
	     464.389	         153	        2038	     2833.01	     21338.6	 1.24448e+07	      131051	 4.34527e+07	     2907.85	      798369
	     474.389	         154	        2059	     2813.69	     20606.7	 1.26509e+07	      128394	 4.47366e+07	      2866.4	      827033
	         480	         155	        2077	     2803.02	     20181.9	 1.27641e+07	      126966	  4.5449e+07	     2844.43	      842992
	         490	         158	        2123	     2784.24	     19512.7	 1.29592e+07	      125043	 4.66994e+07	     2875.73	      871749
	         500	         160	        2156	     2765.78	     18933.7	 1.31486e+07	      122926	 4.79287e+07	     2900.46	      900754
	         510	         161	        2177	     2747.63	       18303	 1.33316e+07	      120556	 4.91342e+07	     2927.76	      930032
	         520	         162	        2198	     2729.91	     17880.9	 1.35104e+07	      118201	 5.03162e+07	     2912.24	      959154
	         530	         163	        2219	     2712.61	     17388.4	 1.36843e+07	      115385	 5.14701e+07	     2889.76	      988052
	         540	         164	        2240	     2695.78	     16884.6	 1.38531e+07	      112437	 5.25944e+07	     2865.43	 1.01671e+06
	         550	         165	        2261	     2679.36	     16439.5	 1.40175e+07	      109698	 5.36914e+07	     2840.49	 1.04511e+06
	         560	         166	        2281	      2663.3	     16030.1	 1.41778e+07	      107202	 5.47634e+07	     2815.27	 1.07326e+06
	         570	         167	        2301	      2647.6	     15654.8	 1.43344e+07	      104872	 5.58122e+07	     2790.23	 1.10117e+06
	         580	         168	        2321	     2632.24	     15297.6	 1.44874e+07	      102670	 5.68389e+07	      2767.7	 1.12884e+06
	         590	         169	        2341	      2617.2	       14967	  1.4637e+07	      100601	 5.78449e+07	     2743.76	 1.15628e+06
	         600	         171	        2374	     2602.51	     14660.6	 1.47836e+07	     98686.4	 5.88317e+07	     2728.12	 1.18356e+06
	         610	         172	        2394	     2588.04	     14372.3	 1.49274e+07	       96837	 5.98001e+07	     2711.12	 1.21067e+06
	         620	         173	        2414	     2573.89	     14034.7	 1.50677e+07	     95088.6	  6.0751e+07	     2708.99	 1.23776e+06
	         630	         174	        2434	     2560.03	     13781.9	 1.52055e+07	     93198.2	  6.1683e+07	      2697.9	 1.26474e+06
	         640	         175	        2453	     2546.45	     13500.1	 1.53405e+07	     91349.7	 6.25965e+07	     2683.74	 1.29158e+06
	         650	         176	        2472	     2533.16	     13237.6	 1.54729e+07	     89472.7	 6.34912e+07	     2669.43	 1.31827e+06
	         660	         177	        2491	     2520.15	     12991.3	 1.56028e+07	     87788.4	 6.43691e+07	     2657.07	 1.34484e+06
	         663	         178	        2504	     2516.31	     12914.8	 1.56416e+07	     87260.6	 6.46309e+07	     2650.14	 1.35279e+06
	         669	         179	        2521	     2508.64	     12776.4	 1.57182e+07	     86302.8	 6.51487e+07	     2644.42	 1.36866e+06
	         679	         181	        2553	     2496.13	     12553.4	 1.58438e+07	     84809.8	 6.59968e+07	     2637.83	 1.39504e+06
	         689	         182	        2572	     2483.82	     12332.2	 1.59671e+07	     83395.7	 6.68307e+07	     2638.99	 1.42143e+06
	         699	         183	        2591	     2471.77	     12081.1	 1.60879e+07	     81963.9	 6.76504e+07	     2646.03	 1.44789e+06
	         709	         184	        2610	     2459.95	     11890.4	 1.62068e+07	     80532.6	 6.84557e+07	      2645.9	 1.47435e+06
	         719	         185	        2629	     2448.34	     11708.6	 1.63239e+07	     79138.5	 6.92471e+07	     2643.17	 1.50078e+06
	         720	         186	        2637	      2447.2	     11685.4	 1.63356e+07	     79040.3	 6.93261e+07	     2634.87	 1.50342e+06
	         722	         187	        2648	     2444.89	     11649.1	 1.63589e+07	     78763.4	 6.94837e+07	     2634.92	 1.50868e+06
	         726	         188	        2662	      2440.3	     11579.1	 1.64052e+07	     78206.2	 6.97965e+07	     2635.63	 1.51923e+06
	         734	         189	        2680	     2431.26	     11445.7	 1.64967e+07	     77167.2	 7.04138e+07	     2634.62	  1.5403e+06
	         744	         190	        2699	     2420.15	     11286.7	 1.66096e+07	     75922.6	  7.1173e+07	     2630.56	 1.56661e+06
	         747	         191	        2712	     2416.85	     11235.8	 1.66433e+07	     75533.2	 7.13996e+07	     2623.31	 1.57448e+06
	         753	         192	        2728	     2410.28	       11141	 1.67102e+07	     74810.8	 7.18485e+07	     2622.58	 1.59022e+06
	         763	         193	        2747	     2399.51	       10987	   1.682e+07	     73641.1	 7.25849e+07	     2621.76	 1.61643e+06
	         773	         194	        2766	     2388.93	     10838.5	 1.69284e+07	     72498.5	 7.33099e+07	     2619.89	 1.64263e+06
	         776	         195	        2778	     2385.79	     10790.7	 1.69608e+07	     72127.8	 7.35263e+07	        2612	 1.65047e+06
	         782	         196	        2794	     2379.53	     10707.7	  1.7025e+07	     71466.6	 7.39551e+07	     2612.55	 1.66614e+06
	         792	         197	        2812	     2369.28	     10524.7	 1.71303e+07	     70442.7	 7.46595e+07	     2625.32	  1.6924e+06
	         802	         198	        2830	     2359.21	     10422.4	 1.72345e+07	     69286.3	 7.53524e+07	     2625.11	 1.71865e+06
	         812	         199	        2848	     2349.29	     10307.7	 1.73376e+07	     68298.5	 7.60354e+07	     2621.38	 1.74486e+06
	         822	         200	        2866	     2339.52	     10195.7	 1.74395e+07	     67354.9	 7.67089e+07	     2617.24	 1.77103e+06
	         832	         201	        2884	      2329.9	     10088.9	 1.75404e+07	     66414.7	 7.73731e+07	     2611.33	 1.79715e+06
	         835	         203	        2906	     2327.03	     10052.8	 1.75706e+07	     66193.2	 7.75716e+07	     2605.29	 1.80496e+06
	         841	         204	        2921	     2321.32	     9973.62	 1.76304e+07	     65692.9	 7.79658e+07	     2616.94	 1.82066e+06
	         851	         205	        2938	     2311.93	        9877	 1.77292e+07	     64814.3	 7.86139e+07	     2620.36	 1.84687e+06
	         861	         206	        2955	     2302.72	     9744.77	 1.78266e+07	       63718	 7.92511e+07	     2618.32	 1.87305e+06
	         871	         207	        2972	     2293.67	     9627.95	 1.79229e+07	     62737.6	 7.98785e+07	     2608.98	 1.89914e+06
	         881	         208	        2989	     2284.76	      9517.8	 1.80181e+07	     61688.2	 8.04954e+07	     2598.63	 1.92513e+06
	         891	         209	        3006	        2276	     9388.26	  1.8112e+07	     60768.7	 8.11031e+07	     2581.41	 1.95094e+06
	         900	         210	        3022	     2268.23	     9292.84	 1.81956e+07	     59986.5	 8.16429e+07	     2581.88	 1.97418e+06

Row 2
	        TIME	        FGIR	        FGIT	        FWIR	        FWIT	        WOPR	        WOPR	        WOPR	        WOPR	        WOPR
	         DAY	    MSCF/DAY	        MSCF	     STB/DAY	         STB	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY
	            	            	            	            	            	       INJE1	      PROD10	      PROD11	      PROD12	      PROD13
	           1	           0	           0	     1363.57	     1363.57	           0	     1499.92	     1499.97	      1500.1	     1499.96
	        1.15	           0	           0	     1207.96	     1544.77	           0	     1500.03	        1500	     1500.03	        1500
	     1.39425	           0	           0	     1115.64	     1817.26	           0	     1499.87	     1498.87	     1498.28	     1499.46
	     1.88275	           0	           0	     1041.01	      2325.8	           0	     1499.12	     1497.81	     1495.55	     1498.92
	     2.85975	           0	           0	     993.386	     3296.33	           0	     1499.18	     1495.46	      1489.9	     1498.01
	     4.81374	           0	           0	     987.658	     5226.21	           0	     1499.99	        1500	     1497.72	        1500
	     7.57518	           0	           0	     1018.21	     8037.93	           0	     1499.99	     1500.04	     1500.01	        1500
	     12.7795	           0	           0	     1085.15	     13685.4	           0	     1500.02	     1495.32	     1500.01	     1500.06
	     22.7795	           0	           0	     1175.83	     25443.6	           0	        1500	        1500	        1500	     1500.03
	     32.7795	           0	           0	     1235.65	     37800.1	           0	        1500	        1500	        1500	        1500
	     42.7795	           0	           0	     1277.94	     50579.6	           0	     1498.13	     1499.99	     1499.99	     1499.99
	          50	           0	           0	     1302.44	     59983.9	           0	        1500	        1500	     1499.98	     1499.99
	          60	           0	           0	     1332.22	     73306.1	           0	     1499.91	        1500	     1499.99	     1499.98
	          70	           0	           0	     1358.47	     86890.8	           0	     1499.97	     1499.98	        1500	     1499.97
	          80	           0	           0	     1382.84	      100719	           0	        1500	     1499.97	        1500	     1499.99
	          90	           0	           0	      1406.4	      114783	           0	        1500	        1500	        1500	        1500
	         100	           0	           0	     1429.93	      129083	           0	     1499.99	        1500	     1500.01	     1500.01
	         110	           0	           0	     1453.98	      143622	           0	        1500	     1499.98	        1500	        1500
	         115	           0	           0	     1465.03	      150948	           0	     1500.47	     1499.91	     1499.82	     1496.14
	         120	           0	           0	     1476.61	      158331	           0	     1499.59	     1499.93	     1499.72	     1499.77
	         125	           0	           0	     1488.35	      165772	           0	     1499.24	      1499.9	     1499.77	     1499.73
	         130	           0	           0	     1500.16	      173273	           0	     1500.08	      1499.9	     1499.71	     1499.71
	         140	           0	           0	        1526	      188533	           0	        1500	     1500.01	     1499.94	        1500
	         150	           0	           0	     1552.37	      204057	           0	        1500	     1500.04	     1422.99	        1500
	         160	           0	           0	     1579.87	      219856	           0	        1500	        1500	     1325.04	        1500
	         170	           0	           0	     1608.23	      235938	           0	        1500	        1500	     1233.35	        1500
	         180	           0	           0	     1637.17	      252310	           0	        1500	     1400.72	     1139.75	     1500.17
	         190	           0	           0	     1666.98	      268979	           0	     1500.01	      1305.5	     1043.87	        1500
	         200	           0	           0	     1696.93	      285949	           0	        1500	     1222.18	     966.877	     1500.01
	         210	           0	           0	     1727.66	      303225	           0	        1500	     1147.33	     896.131	        1500
	         220	           0	           0	     1758.79	      320813	           0	        1500	     1078.31	     833.192	        1500
	         230	           0	           0	     1790.59	      338719	           0	     1505.15	     809.092	      776.81	     1493.51
	         240	           0	           0	     1822.13	      356940	           0	     1500.27	     803.111	     667.296	      1513.8
	         250	           0	           0	     1854.53	      375486	           0	     1500.19	     756.394	     585.073	      1484.3
	         260	           0	           0	     1888.06	      394366	           0	        1500	      693.76	     535.218	     1414.56
	         270	           0	           0	     1922.14	      413588	           0	     1497.39	     640.487	     493.974	     1351.87
	         280	           0	           0	      1956.5	      433153	           0	     1500.34	     592.785	     468.968	     1295.41
	         290	           0	           0	     1991.16	      453064	           0	     1500.21	     549.829	     443.267	     1243.15
	         300	           0	           0	     2025.91	      473323	           0	        1500	      511.52	     418.412	     1193.25
	         301	           0	           0	     2029.38	      475353	           0	         100	         100	         100	     99.9996
	     301.307	           0	           0	     2030.44	      475976	           0	     100.001	         100	         100	         100
	      301.92	           0	           0	     2032.54	      477223	           0	         100	         100	         100	     99.9999
	     303.102	           0	           0	     2036.54	      479629	           0	         100	         100	         100	         100
	         305	           0	           0	     2042.63	      483506	           0	     99.9954	     99.9999	         100	         100
	     308.796	           0	           0	     2053.95	      491303	           0	         100	         100	         100	         100
	         310	           0	           0	     2057.41	      493780	           0	     100.003	         100	         100	     99.9998
	     312.408	           0	           0	     2064.08	      498751	           0	     100.001	         100	     99.9999	         100
	         315	           0	           0	     2070.98	      504118	           0	     100.003	         100	         100	         100
	         320	           0	           0	     2083.39	      514535	           0	     100.029	         100	         100	         100
	         330	           0	           0	     2104.94	      535585	           0	     99.8448	         100	     99.9997	     99.9991
	         340	           0	           0	     2123.04	      556815	           0	         100	         100	         100	         100
	         350	           0	           0	     2137.94	      578194	           0	     99.9999	         100	         100	     99.9998
	         360	           0	           0	     2150.18	      599696	           0	     99.9997	         100	     99.9997	     100.001
	       360.5	           0	           0	     2150.78	      600772	           0	        1500	     853.279	     969.564	        1500
	      360.61	           0	           0	     2150.91	      601008	           0	        1500	     865.239	     969.628	        1500
	      360.71	           0	           0	     2151.03	      601223	           0	     1513.98	     854.164	     952.811	      1499.7
	      360.91	           0	           0	     2151.26	      601653	           0	     1500.72	     828.416	     920.375	     1499.48
	         361	           0	           0	     2151.36	      601847	           0	     1500.59	     819.336	     908.528	     1499.93
	      361.18	           0	           0	     2151.57	      602235	           0	     1500.18	     800.803	      886.99	     1499.92
	     361.541	           0	           0	     2152.02	      603011	           0	        1500	     777.032	     860.803	        1500
	     362.262	           0	           0	     2152.95	      604563	           0	        1500	     762.504	     836.304	        1500
	         363	           0	           0	     2153.88	      606153	           0	     1500.82	     763.785	     822.466	     1500.01
	     364.476	           0	           0	     2155.84	      609336	           0	     1499.97	     775.535	     799.461	     1500.03
	         366	           0	           0	     2158.23	      612624	           0	        1500	     780.423	     772.244	        1500
	     369.048	           0	           0	     2162.68	      619215	           0	        1500	     766.279	     724.587	        1500
	         370	           0	           0	     2164.06	      621276	           0	     1500.47	     762.144	     711.818	     1500.02
	     371.905	           0	           0	      2166.8	      625404	           0	     1499.58	      747.38	     687.006	     1500.02
	     375.715	           0	           0	     2172.65	      633682	           0	        1500	     715.826	     648.698	        1500
	     378.001	           0	           0	     2175.78	      638655	           0	     1500.18	     697.724	     629.722	        1500
	     379.372	           0	           0	     2178.01	      641643	           0	        1500	     686.702	     619.154	        1500
	     382.116	           0	           0	     2181.84	      647628	           0	        1500	     663.839	     601.208	        1500
	     387.602	           0	           0	     2190.37	      659645	           0	        1500	     619.592	     573.866	        1500
	     397.602	           0	           0	     2207.75	      681722	           0	        1500	     547.682	     529.034	     1395.18
	     407.602	           0	           0	      2227.6	      703998	           0	     1499.97	     487.179	     486.824	     1303.23
	     417.602	           0	           0	      2250.6	      726504	           0	     1499.99	      435.69	     446.452	      1222.9
	         420	           0	           0	     2256.08	      731915	           0	      1500.1	     424.327	     437.399	     1204.53
	     424.796	           0	           0	     2268.03	      742793	           0	        1500	     402.688	     418.728	      1167.8
	     434.389	           0	           0	     2294.26	      764802	           0	        1500	     364.566	     382.738	     1098.21
	     444.389	           0	           0	     2322.47	      788027	           0	     1500.32	     330.119	     347.679	     1030.46
	     454.389	           0	           0	     2351.67	      811543	           0	     1495.45	     299.605	     315.034	     968.217
	     464.389	           0	           0	     2379.95	      835343	           0	     1496.46	     272.433	     287.412	     905.857
	     474.389	           0	           0	     2410.14	      859444	           0	     1501.03	     244.118	      261.34	     855.111
	         480	           0	           0	     2427.21	      873062	           0	     1500.33	     228.669	     248.068	     826.368
	         490	           0	           0	     2458.74	      897650	           0	        1500	     204.905	     228.993	     781.063
	         500	           0	           0	     2489.72	      922547	           0	        1500	     184.468	     212.972	     741.011
	         510	           0	           0	     2520.35	      947750	           0	     1500.76	     166.779	     199.564	     705.697
	         520	           0	           0	     2551.09	      973261	           0	      1500.7	     151.041	     188.421	     674.898
	         530	           0	           0	     2581.61	      999077	           0	     1443.13	     138.751	     178.677	     647.333
	         540	           0	           0	     2611.87	  1.0252e+06	           0	     1380.58	     129.984	     170.286	     622.431
	         550	           0	           0	     2641.71	 1.05161e+06	           0	     1330.66	     123.022	     162.825	     600.005
	         560	           0	           0	     2670.97	 1.07832e+06	           0	     1285.48	     117.086	     156.232	     579.816
	         570	           0	           0	     2699.81	 1.10532e+06	           0	     1245.97	     112.003	     150.338	     561.455
	         580	           0	           0	     2728.29	  1.1326e+06	           0	     1210.57	     107.565	     144.985	     544.549
	         590	           0	           0	      2756.1	 1.16016e+06	           0	     1178.39	     103.623	     140.121	     529.071
	         600	           0	           0	     2783.97	   1.188e+06	           0	     1149.22	     100.008	     135.656	     515.055
	         610	           0	           0	     2810.66	 1.21611e+06	           0	     1122.38	     96.6598	     131.568	     501.912
	         620	           0	           0	     2837.12	 1.24448e+06	           0	     1090.37	     93.7313	      127.73	     489.509
	         630	           0	           0	     2863.21	 1.27311e+06	           0	     1064.14	     91.0202	     124.225	     478.094
	         640	           0	           0	     2888.51	   1.302e+06	           0	     1038.82	     88.5527	     120.983	     467.415
	         650	           0	           0	     2913.39	 1.33113e+06	           0	     1015.47	     86.2699	     117.965	     457.304
	         660	           0	           0	     2937.94	 1.36051e+06	           0	      993.39	     84.1169	     115.057	     447.576
	         663	           0	           0	     2945.03	 1.36935e+06	           0	     986.596	     83.4428	     114.164	     444.673
	         669	           0	           0	     2959.47	  1.3871e+06	           0	     974.228	      82.236	     112.494	     439.034
	         679	           0	           0	     2983.47	 1.41694e+06	           0	     954.318	     80.3127	     109.824	     429.975
	         689	           0	           0	     3006.13	   1.447e+06	           0	     930.656	     78.4309	     107.292	     421.353
	         699	           0	           0	     3028.51	 1.47729e+06	           0	     867.332	     76.6328	      102.82	     413.092
	         709	           0	           0	     3050.54	 1.50779e+06	           0	     853.155	      75.069	     98.5004	     405.207
	         719	           0	           0	     3071.95	 1.53851e+06	           0	      835.37	     73.5939	     94.5242	     397.675
	         720	           0	           0	     3073.97	 1.54158e+06	           0	     833.104	     73.3925	     94.1215	     396.852
	         722	           0	           0	      3078.1	 1.54774e+06	           0	     829.706	     73.1147	     93.3461	      395.23
	         726	           0	           0	     3086.41	 1.56009e+06	           0	     822.917	     72.5701	     91.8473	     392.203
	         734	           0	           0	     3103.03	 1.58491e+06	           0	     810.189	     71.4881	     89.1085	     386.502
	         744	           0	           0	     3122.65	 1.61614e+06	           0	     795.507	     70.1352	     86.0562	     379.671
	         747	           0	           0	     3128.41	 1.62552e+06	           0	     790.938	     69.6791	      85.159	     377.629
	         753	           0	           0	     3139.92	 1.64436e+06	           0	     782.825	     68.8946	     83.5244	     373.666
	         763	           0	           0	     3159.13	 1.67595e+06	           0	     770.095	     67.5966	     81.0282	     367.307
	         773	           0	           0	     3177.66	 1.70773e+06	           0	     757.973	     66.3064	     78.7567	     361.136
	         776	           0	           0	     3182.87	 1.71728e+06	           0	     754.172	     65.8698	     78.0785	     359.291
	         782	           0	           0	     3193.73	 1.73644e+06	           0	     747.396	     65.1417	     76.8448	     355.708
	         792	           0	           0	     3211.18	 1.76855e+06	           0	     681.386	     63.9432	     74.9592	     349.928
	         802	           0	           0	     3228.27	 1.80084e+06	           0	     692.784	     62.8836	     73.2544	      344.35
	         812	           0	           0	     3244.75	 1.83328e+06	           0	     685.447	     61.8513	      71.703	     338.966
	         822	           0	           0	     3261.07	 1.86589e+06	           0	     676.545	     60.8129	      70.265	     333.759
	         832	           0	           0	     3277.27	 1.89867e+06	           0	     667.776	     59.7647	     68.8319	     328.713
	         835	           0	           0	     3282.59	 1.90851e+06	           0	     664.958	      59.392	     68.3783	     326.975
	         841	           0	           0	     3291.93	 1.92827e+06	           0	     659.823	     58.7976	       67.53	     323.528
	         851	           0	           0	     3307.52	 1.96134e+06	           0	     651.655	     57.7849	     66.1766	     318.151
	         861	           0	           0	     3323.02	 1.99457e+06	           0	     643.497	     56.7589	     64.8786	     312.616
	         871	           0	           0	     3338.35	 2.02795e+06	           0	     635.724	     55.7518	     63.6268	     307.288
	         881	           0	           0	     3353.55	 2.06149e+06	           0	     628.506	      54.766	     62.4303	     302.259
	         891	           0	           0	      3368.4	 2.09517e+06	           0	     621.801	     53.8097	     61.3201	      297.48
	         900	           0	           0	     3381.42	 2.12561e+06	           0	     615.934	     52.9636	     60.3712	     293.396
