Row 1
	        TIME	      NRiter	      LSiter	         FPR	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR	        FWPT
	         DAY	            	            	        PSIA	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY	         STB
	            	            	            	            	            	            	            	            	            	            
	         747	 3.10601e+06	      278252	 2.89684e+06	 4.20343e+06	 3.21147e+06	  1.8806e+06	 5.15502e+06	  4.8889e+06	 1.51995e+06
	         753	 3.12146e+06	      278699	 2.90711e+06	 4.24173e+06	   3.223e+06	 1.88508e+06	 5.18611e+06	 4.92451e+06	 1.52415e+06
	         763	 3.14626e+06	      279407	 2.92396e+06	  4.3037e+06	 3.24183e+06	  1.8922e+06	 5.23721e+06	 4.98281e+06	 1.53086e+06
	         773	 3.17013e+06	      280079	 2.94054e+06	 4.36385e+06	  3.2603e+06	 1.89889e+06	 5.28761e+06	  5.0401e+06	 1.53731e+06
	         776	 3.17721e+06	      280276	 2.94549e+06	 4.38171e+06	 3.26581e+06	 1.90086e+06	 5.30267e+06	 5.05719e+06	 1.53922e+06
	         782	 3.19105e+06	      280661	  2.9553e+06	 4.41683e+06	 3.27671e+06	 1.90468e+06	 5.33255e+06	 5.09104e+06	 1.54294e+06
	         792	 3.21323e+06	      281275	 2.97142e+06	 4.47374e+06	 3.29456e+06	 1.91069e+06	 5.38173e+06	 5.14654e+06	 1.54888e+06
	         802	 3.23457e+06	      281863	 2.98732e+06	 4.52908e+06	 3.31209e+06	 1.91636e+06	 5.43033e+06	 5.20117e+06	 1.55457e+06
	         812	 3.25505e+06	      282426	   3.003e+06	  4.5829e+06	 3.32934e+06	 1.92169e+06	 5.47837e+06	 5.25498e+06	 1.56002e+06
	         822	 3.27469e+06	      282963	 3.01848e+06	 4.63528e+06	  3.3463e+06	 1.92671e+06	 5.52588e+06	 5.30799e+06	 1.56524e+06
	         832	 3.29353e+06	      283477	 3.03377e+06	 4.68627e+06	 3.36299e+06	 1.93143e+06	 5.57289e+06	  5.3603e+06	 1.57026e+06
	         835	 3.29911e+06	      283628	 3.03834e+06	 4.70141e+06	 3.36797e+06	 1.93282e+06	 5.58695e+06	 5.37591e+06	 1.57174e+06
	         841	 3.30998e+06	      283923	 3.04741e+06	 4.73125e+06	 3.37784e+06	  1.9355e+06	  5.6149e+06	 5.40692e+06	 1.57466e+06
	         851	 3.32733e+06	      284392	 3.06235e+06	 4.77971e+06	 3.39404e+06	 1.93973e+06	 5.66104e+06	 5.45795e+06	 1.57936e+06
	         861	 3.34417e+06	      284839	 3.07713e+06	 4.82697e+06	 3.40999e+06	 1.94373e+06	 5.70674e+06	 5.50833e+06	  1.5839e+06
	         871	 3.36063e+06	      285262	 3.09174e+06	 4.87304e+06	  3.4257e+06	 1.94754e+06	 5.75205e+06	 5.55808e+06	 1.58829e+06
	         881	 3.37676e+06	      285660	  3.1062e+06	 4.91799e+06	 3.44117e+06	 1.95118e+06	   5.797e+06	 5.60722e+06	 1.59254e+06
	         891	 3.39261e+06	      286033	 3.12051e+06	 4.96187e+06	 3.45642e+06	 1.95465e+06	 5.84161e+06	 5.65576e+06	 1.59663e+06
	         900	 3.40666e+06	      286347	 3.13327e+06	 5.00055e+06	 3.46996e+06	 1.95766e+06	  5.8815e+06	 5.69898e+06	  1.6002e+06

Row 14
	        TIME	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR
	         DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY
	            	       INJE1	      PROD10	      PROD11	      PROD12	      PROD13	      PROD14	      PROD15	      PROD16	      PROD17
	           1	           0	   0.0391165	     1.15022	   0.0285673	           0	  -0.0167896	   0.0412031	     2.75805	     4.84512
	        1.15	           0	   0.0390159	     1.17133	   0.0293786	           0	  -0.0168582	   0.0413238	     2.79942	     4.87715
	     1.39425	           0	   0.0394082	     1.20145	   0.0304441	           0	  -0.0167928	   0.0416913	     2.85752	     4.95326
	     1.88275	           0	   0.0398113	     1.24912	   0.0321753	           0	  -0.0166824	   0.0423907	     2.95268	     4.84526
	     2.85975	           0	   0.0416558	     1.32052	   0.0349311	           0	  -0.0165263	   0.0433619	     3.07418	     5.39134
	     4.81374	           0	   0.0434304	     1.43435	   0.0377539	           0	  -0.0162694	   0.0451614	     3.29414	     6.14362
	     7.57518	           0	    0.045766	     1.59027	   0.0388492	           0	   -0.015926	   0.0475167	     3.58223	     7.27999
	     12.7795	           0	   0.0501928	     1.74616	   0.0400226	           0	  -0.0153016	   0.0518884	     4.17937	     11.0899
	     22.7795	           0	   0.0597238	     1.77397	   0.0416614	           0	  -0.0140306	   0.0614522	     4.34854	     33.8945
	     32.7795	           0	   0.0687605	     1.79165	   0.0425331	           0	  -0.0125094	   0.0712081	      4.3787	      87.293
	     42.7795	           0	   0.0708852	     1.81824	   0.0430548	           0	  -0.0113374	    0.072238	     4.43888	     158.037
	          50	           0	   0.0722827	     1.84288	   0.0435073	           0	  -0.0110199	   0.0731368	     4.51855	     211.646
	          60	           0	   0.0741127	     1.87976	   0.0444426	           0	  -0.0104156	   0.0750815	      4.6413	     284.938
	          70	           0	   0.0765889	     1.92052	   0.0456155	           0	 -0.00973502	    0.077077	     4.79029	     365.877
	          80	           0	   0.0793257	     1.96719	   0.0469468	           0	 -0.00899379	   0.0789658	     5.04889	     453.633
	          90	           0	   0.0820401	     2.02018	   0.0484279	           0	 -0.00821869	   0.0808108	     5.47184	     556.054
	         100	           0	    0.084696	     2.07673	    0.050056	           0	 -0.00740375	   0.0826193	      6.1009	     671.399
	         110	           0	   0.0874294	     2.13766	   0.0519138	           0	 -0.00652834	    0.084388	     6.96175	     781.417
	         115	           0	     0.08882	     2.16896	   0.0528779	           0	 -0.00604512	   0.0852357	     7.46651	      839.13
	         120	           0	   0.0901451	     2.20054	   0.0538468	           0	 -0.00560312	   0.0861853	     8.03635	     898.416
	         125	           0	   0.0915585	     2.23445	   0.0548238	           0	 -0.00512195	   0.0872864	     8.66818	     950.624
	         130	           0	   0.0930726	     2.27116	   0.0558454	           0	 -0.00462052	   0.0883217	     9.34856	     999.188
	         140	           0	   0.0960808	     2.34903	   0.0585382	           0	 -0.00352804	   0.0906391	     21.8235	     1089.38
	         150	           0	   0.0993351	     2.43612	    0.057462	           0	 -0.00244745	    0.092889	     48.4313	     1175.34
	         160	           0	    0.102939	     2.62583	   0.0556247	           0	 -0.00136662	   0.0950577	      65.413	     1260.34
	         170	           0	    0.107026	     3.18738	   0.0542745	           0	-0.000392754	   0.0970555	     75.9628	     1343.72
	         180	           0	    0.110958	     3.80569	   0.0570901	           0	 8.78833e-05	   0.0990823	      78.204	      1421.9
	         190	           0	    0.114788	      4.6079	   0.0696179	           0	  0.00054185	    0.101028	     76.9108	     1495.52
	         200	           0	    0.118194	     5.53805	    0.172642	           0	 0.000970639	    0.102859	     74.7721	     1566.11
	         210	           0	     0.12116	     6.50795	     1.49947	           0	  0.00134203	    0.104598	     72.2102	     1631.28
	         220	           0	    0.123651	     7.46228	     2.80898	           0	  0.00166346	    0.106257	     69.3727	     1685.91
	         230	           0	    0.125822	      50.552	     4.06786	           0	  0.00195196	    0.107584	     66.4507	     1732.68
	         240	           0	    0.126099	     60.8191	     18.1668	           0	  0.00219078	    0.109474	     63.5849	     1781.33
	         250	           0	    0.127031	     64.8773	     43.6839	           0	   0.0023894	    0.111001	     60.7085	     1833.08
	         260	           0	     0.12832	     69.7271	      54.883	           0	  0.00257019	    0.112513	     58.0175	     1875.67
	         270	           0	    0.129676	     74.2523	     60.2044	           0	  0.00268086	    0.113637	     55.6205	     1916.94
	         280	           0	    0.131529	     77.8193	     61.1296	           0	   0.0029681	    0.114632	     53.3429	     1956.76
	         290	           0	    0.133372	     80.4774	     61.3348	           0	  0.00317235	     0.11572	     50.8456	     1994.44
	         300	           0	    0.135242	     82.5501	      61.341	           0	  0.00341413	    0.117077	     48.8152	     2032.43
	         301	           0	  0.00211452	     15.5749	     13.0297	           0	  -0.0241079	  0.00357125	     6.20159	     109.293
	     301.307	           0	  0.00157978	     15.6737	     13.6316	           0	  -0.0240754	  0.00331173	     6.14944	     110.036
	      301.92	           0	  0.00110246	     15.8777	     14.2157	           0	  -0.0240311	  0.00297166	     6.06695	     121.709
	     303.102	           0	   0.0007393	      16.261	     14.6029	           0	  -0.0239774	  0.00253861	       5.947	     141.736
	         305	           0	 0.000463475	     16.8176	     14.7092	           0	  -0.0239392	  0.00207836	     5.81526	     170.607
	     308.796	           0	 0.000119422	     17.7163	     14.7061	           0	  -0.0239408	  0.00158597	     5.81979	     157.449
	         310	           0	  1.4673e-05	     18.0169	      14.704	           0	  -0.0239426	  0.00135391	     5.84687	     221.617
	     312.408	           0	 -0.00016421	      18.513	     14.6526	           0	  -0.0239635	  0.00113921	     5.96186	     214.128
	         315	           0	-0.000348756	     18.9389	      14.577	           0	   -0.024001	  0.00091283	     6.13463	     228.707
	         320	           0	 -0.00064765	      19.426	     14.3138	           0	   -0.024108	 0.000618015	      6.5759	     245.119
	         330	           0	  -0.0010488	     19.5474	     13.6065	           0	  -0.0243711	 0.000102699	     6.83638	     267.446
	         340	           0	 -0.00139209	     19.2239	      12.853	           0	   -0.024552	-0.000200501	     7.03165	     276.552
	         350	           0	 -0.00174222	     18.6951	     12.1107	           0	  -0.0246659	 -0.00040382	     7.36383	     285.236
	         360	           0	 -0.00204903	      18.109	     11.4905	           0	  -0.0248134	-0.000591109	     8.04909	     290.841
	       360.5	           0	   0.0753266	      151.89	     114.712	           0	 -0.00641838	   0.0541502	     127.342	     3681.01
	      360.61	           0	   0.0776265	     153.308	     113.755	           0	 -0.00656896	   0.0547847	      129.43	     3619.82
	      360.71	           0	   0.0795795	     150.958	     110.862	           0	 -0.00667866	   0.0553017	     131.142	     3566.13
	      360.91	           0	   0.0807484	     145.427	     105.412	           0	 -0.00688032	   0.0561932	     134.041	     3468.86
	         361	           0	    0.081555	     143.367	      103.39	           0	 -0.00696468	   0.0565872	     135.666	     3396.42
	      361.18	           0	   0.0829307	     139.012	      99.774	           0	 -0.00704975	   0.0572852	     137.916	     3304.25
	     361.541	           0	   0.0850744	     132.211	     95.1938	           0	 -0.00711043	    0.058541	     141.937	     3152.38
	     362.262	           0	   0.0879152	     124.015	     91.0177	           0	 -0.00701957	   0.0606921	     145.828	     2935.61
	         363	           0	    0.090038	     118.903	     89.1476	           0	 -0.00682296	   0.0625076	     139.861	        2775
	     364.476	           0	   0.0928504	     113.177	     87.7859	           0	 -0.00629793	   0.0676578	     126.263	     2578.37
	         366	           0	   0.0954221	     108.663	     86.8717	           0	 -0.00588033	   0.0751107	     118.119	     2417.42
	     369.048	           0	   0.0997722	     102.025	     85.9686	           0	 -0.00515995	   0.0831929	     108.239	     2264.36
	         370	           0	    0.101156	      100.44	     85.8627	           0	 -0.00491437	   0.0848305	     105.681	     2229.18
	     371.905	           0	    0.103614	     97.6088	     85.3753	           0	   -0.004534	   0.0862046	     101.338	     2033.81
	     375.715	           0	    0.108336	     94.4459	     84.4261	           0	 -0.00381756	   0.0889952	      95.873	     2003.41
	     378.001	           0	    0.111072	     93.3251	     83.8544	           0	 -0.00337215	   0.0906994	     93.5006	     1967.53
	     379.372	           0	    0.112685	     92.8174	     83.4644	           0	 -0.00315263	   0.0918316	     92.3556	     2209.45
	     382.116	           0	    0.115703	       92.22	     82.2673	           0	 -0.00264067	   0.0940219	     90.1784	     2126.55
	     387.602	           0	    0.121159	     92.2641	     78.9078	           0	 -0.00159067	   0.0977909	     84.4833	     2188.69
	     397.602	           0	    0.130058	     93.5953	     74.3385	           0	 0.000192473	    0.103829	     75.6427	     2190.21
	     407.602	           0	    0.136972	     94.6881	     70.8354	           0	  0.00115118	    0.109485	     69.6457	     2226.79
	     417.602	           0	     0.14169	     95.2461	     68.1501	           0	  0.00210804	    0.115116	     64.9682	     2252.25
	         420	           0	    0.142816	     95.6266	     67.6093	           0	   0.0023519	     0.11651	     64.0456	     2260.34
	     424.796	           0	      0.1449	     95.9181	     66.5698	           0	  0.00281135	    0.120669	     61.2283	     2276.13
	     434.389	           0	    0.148697	     95.8665	     64.8914	           0	  0.00369465	    0.130885	     58.4892	     2306.35
	     444.389	           0	    0.152341	     95.1431	     63.0549	           0	  0.00455012	    0.362756	     55.9707	     2292.58
	     454.389	           0	    0.155478	     94.0424	     62.5966	           0	  0.00534662	    0.878235	     55.1407	      2222.9
	     464.389	           0	    0.159209	     92.7261	     61.4993	           0	   0.0058077	     1.56917	     55.4556	     2173.87
	     474.389	           0	    0.164314	     91.8477	      60.618	           0	  0.00623318	     2.33755	     56.5282	     2133.47
	         480	           0	    0.167273	     92.2669	     60.1447	           0	  0.00638215	      2.6921	     57.1834	     2110.97
	         490	           0	    0.199525	     92.0675	      59.512	           0	  0.00657059	     3.41705	     58.2458	     2078.87
	         500	           0	    0.392902	     91.6674	     58.9639	           0	  0.00670726	     4.40001	     59.0648	     2046.96
	         510	           0	    0.621889	     90.9883	     58.4277	           0	  0.00679174	     34.0135	     59.6258	     2016.68
	         520	           0	    0.882283	     90.1044	      57.874	           0	  0.00675749	     36.7475	     60.0146	     1987.87
	         530	           0	     1.10826	     89.3825	     57.3756	           0	  0.00676386	     38.0895	     60.2199	     1960.63
	         540	           0	     1.31355	     88.2767	     56.7385	           0	  0.00679912	     39.0296	     60.2504	     1934.95
	         550	           0	      1.5122	     87.1363	      56.072	           0	  0.00683276	     39.9057	     60.1472	     1910.72
	         560	           0	     1.70696	     85.9278	     55.3582	           0	   0.0068663	     40.3392	     59.9523	     1887.74
	         570	           0	     1.89922	      84.725	     54.6186	           0	  0.00690467	     40.6397	     59.6932	     1865.47
	         580	           0	     2.08863	     83.5485	     53.8898	           0	  0.00695042	     42.7014	     59.4241	     1844.01
	         590	           0	     2.27451	     82.3994	     53.1787	           0	  0.00697833	     43.9355	      59.157	     1823.27
	         600	           0	     2.45373	     81.2577	     52.4642	           0	  0.00701483	      44.403	     58.8862	        1803
	         610	           0	     2.62882	     80.1582	     51.7517	           0	  0.00704801	     44.5225	     58.6186	     1783.58
	         620	           0	     2.80281	     79.1271	     51.0435	           0	  0.00708739	     58.9798	     58.3541	     1764.49
	         630	           0	     2.97801	     78.1299	     50.3809	           0	  0.00709742	     65.7769	     58.1226	     1745.63
	         640	           0	     3.24339	     77.1719	     49.7508	           0	  0.00720892	      69.274	     57.8545	     1727.46
	         650	           0	     3.66361	     76.2463	     49.1427	           0	  0.00744263	     71.0988	     57.5643	     1710.02
	         660	           0	      4.0822	     75.3581	     48.5626	           0	  0.00784735	     72.1001	     57.2762	     1694.35
	         663	           0	     4.20444	     75.0577	     48.3818	           0	  0.00798758	     72.3214	     57.1872	        1687
	         669	           0	      4.4517	     74.5653	     48.0568	           0	  0.00834289	     72.6288	     57.0637	     1679.07
	         679	           0	     4.85988	     73.7809	     47.5291	           0	  0.00917165	      72.806	     56.8759	     1665.76
	         689	           0	     5.28311	     73.0005	     47.0106	           0	   0.0102816	     72.7604	     56.7608	     1652.12
	         699	           0	     15.7932	     72.2577	     46.8229	           0	   0.0117807	     72.8489	      56.707	     1638.68
	         709	           0	     20.2311	     71.6846	     46.8377	           0	   0.0137686	     72.7983	     56.6787	     1625.59
	         719	           0	     23.7944	     71.1323	     46.9062	           0	   0.0163673	     72.6357	     56.6762	     1612.88
	         720	           0	     24.1185	     71.0193	     46.9059	           0	   0.0179111	     72.5998	     56.6424	     1604.51
	         722	           0	      24.752	     70.9198	     46.9174	           0	   0.0197458	     72.5665	     56.6612	     1602.54
	         726	           0	     25.8523	      70.714	     46.9456	           0	   0.0232337	     72.5092	     56.7016	     1599.63
	         734	           0	     27.5724	     70.3015	      46.997	           0	   0.0313339	      72.367	     56.7739	     1592.45
	         744	           0	     29.2067	     69.7925	     47.0107	           0	   0.0442347	     72.1421	     56.8277	     1581.78
	         747	           0	     29.6432	     69.5925	     46.9985	           0	   0.0486491	     72.0641	     56.8198	     1573.45
	         753	           0	     30.4196	     69.3158	      46.976	           0	   0.0585094	     71.9374	     56.8905	      1567.9
	         763	           0	     31.4775	      68.872	     46.9008	           0	    0.130689	      71.639	     56.9878	     1558.32
	         773	           0	       32.37	     68.4315	     46.7646	           0	    0.973262	     71.2959	     57.0735	     1546.85
	         776	           0	     32.6139	     68.2501	     46.7054	           0	     1.25952	     71.1597	     57.0764	     1536.91
	         782	           0	     33.0908	     68.0236	     46.6013	           0	     1.88923	     70.9777	      57.199	     1531.45
	         792	           0	      48.307	     67.6605	     46.3908	           0	     3.10391	     70.6708	     57.3872	      1522.7
	         802	           0	     49.8438	     67.3988	     46.1545	           0	     4.51969	     70.3975	     57.5574	     1511.38
	         812	           0	     50.8828	     67.1306	     45.8974	           0	     6.13769	     70.1466	     57.7562	     1499.08
	         822	           0	     51.9274	     66.8531	     45.6229	           0	     7.96407	      69.905	     58.0017	     1486.13
	         832	           0	     52.9589	     66.5838	     45.3861	           0	     9.98832	     69.6775	     58.3034	     1472.56
	         835	           0	     53.2488	     66.4448	     45.2982	           0	     21.4753	     69.5145	     58.3587	     1454.78
	         841	           0	     53.9083	     66.3171	     45.1394	           0	     33.7078	     69.2943	      58.642	     1446.94
	         851	           0	     54.8595	     66.0751	     44.8565	           0	     40.8706	      68.983	     59.0591	     1436.64
	         861	           0	     55.8565	     65.8136	      44.537	           0	     52.2662	     68.6162	     59.4233	     1423.15
	         871	           0	     56.8246	      65.564	     44.2205	           0	     58.2324	     68.5037	     59.8216	     1406.12
	         881	           0	      57.821	     65.3326	      43.929	           0	     66.6558	     68.5554	     60.3305	     1384.46
	         891	           0	      58.754	     65.1173	     43.6438	           0	     73.9802	     68.5786	     60.8939	     1352.77
	         900	           0	     59.5498	     64.9274	     43.3954	           0	     79.7513	      68.555	     61.4621	     1341.53

Row 15
	        TIME	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR
	         DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY
	            	      PROD18	      PROD19	       PROD2	      PROD20	      PROD21	      PROD22	      PROD23	      PROD24	      PROD25
	           1	   0.0408218	    0.562329	           0	           0	   0.0109495	   0.0500453	     7.77887	    0.355213	   0.0273733
	        1.15	   0.0410811	    0.555202	           0	           0	   0.0113261	   0.0513384	     7.93292	    0.298019	   0.0276884
	     1.39425	   0.0415415	    0.557194	           0	           0	    0.011275	   0.0528596	     8.12111	    0.289232	   0.0281595
	     1.88275	   0.0423602	    0.561676	           0	           0	   0.0111509	    0.056373	     8.37512	    0.307353	   0.0288936
	     2.85975	   0.0437226	    0.587567	           0	           0	   0.0110057	   0.0616184	     8.72731	    0.342259	   0.0300905
	     4.81374	   0.0464393	    0.621619	           0	           0	   0.0107195	   0.0685506	     9.34483	    0.374456	   0.0322305
	     7.57518	     0.04985	    0.668805	           0	           0	   0.0104826	   0.0711696	     9.53523	    0.429178	   0.0350593
	     12.7795	   0.0564297	    0.762785	           0	           0	   0.0101512	   0.0734412	     9.88666	     0.52786	   0.0403626
	     22.7795	   0.0701899	    0.917291	           0	           0	   0.0096487	    0.075685	     17.7339	    0.750747	   0.0434153
	     32.7795	   0.0720958	    0.965363	           0	           0	  0.00923734	   0.0775789	     33.6998	     1.00585	   0.0446003
	     42.7795	   0.0742796	     1.02761	           0	           0	  0.00894572	   0.0801601	     52.5688	     1.20454	   0.0456537
	          50	   0.0763186	     1.07969	           0	           0	   0.0087687	   0.0825766	     62.8746	     1.26441	   0.0465037
	          60	   0.0788596	     1.12667	           0	           0	   0.0085409	   0.0866401	     73.1517	     1.32892	   0.0476388
	          70	   0.0814727	     1.17447	           0	           0	  0.00832522	   0.0916109	     80.5223	      1.3908	   0.0488238
	          80	   0.0844306	     1.22491	           0	           0	  0.00810272	    0.123272	     87.1819	     1.44723	   0.0500719
	          90	   0.0876203	     1.27997	           0	           0	  0.00787161	      3.6617	     93.5221	      1.4977	   0.0512853
	         100	   0.0911219	     1.33877	           0	           0	  0.00763465	     23.8327	     98.8916	     1.54708	   0.0525971
	         110	   0.0947745	     1.39832	           0	           0	  0.00740575	     119.803	      104.55	      1.5958	   0.0538572
	         115	    0.096632	     1.42803	           0	           0	  0.00729622	     144.391	     107.332	     1.61956	   0.0544794
	         120	   0.0984486	     1.45919	           0	           0	  0.00718962	     154.803	      109.88	      1.6426	   0.0550878
	         125	    0.100278	     1.48987	           0	           0	  0.00708785	     159.865	     112.162	     1.66802	   0.0556773
	         130	    0.102093	     1.52027	           0	           0	  0.00696667	     162.926	     114.362	     1.69281	   0.0563006
	         140	    0.105773	     1.58221	           0	           0	  0.00679045	     167.506	     117.948	     1.73309	   0.0574831
	         150	    0.109737	     1.64827	           0	           0	  0.00659162	     171.308	     120.864	     1.77422	   0.0586208
	         160	    0.113821	     1.71461	           0	           0	  0.00639542	      173.32	      122.98	     1.81557	   0.0597147
	         170	    0.117821	     1.77847	           0	           0	  0.00620336	      175.65	     124.443	     1.85595	   0.0608548
	         180	    0.121529	     1.83795	           0	           0	   0.0060169	     178.177	     125.446	     1.89387	   0.0620817
	         190	    0.124847	     1.89008	           0	           0	  0.00583807	     180.446	     126.054	     1.92922	   0.0633581
	         200	    0.127944	     1.93746	           0	           0	  0.00566763	     182.078	     126.316	     1.96406	   0.0646521
	         210	    0.131137	     1.98101	           0	           0	  0.00550698	      182.87	     126.306	     1.99954	   0.0659592
	         220	    0.134196	     2.00826	           0	           0	  0.00535615	      182.98	     126.116	     2.03608	   0.0673003
	         230	    0.137204	     2.02704	           0	           0	  0.00518923	     182.546	     124.992	     2.07557	   0.0687076
	         240	    0.139965	     2.04136	           0	           0	  0.00508412	     181.713	     125.452	     2.11545	   0.0701726
	         250	    0.142751	     2.05565	           0	           0	  0.00495169	     180.618	     124.858	     2.15896	   0.0717127
	         260	     0.14557	     2.06862	           0	           0	  0.00482818	     179.345	     124.331	     2.21381	   0.0733655
	         270	     0.14839	     2.08363	           0	           0	   0.0047108	     177.853	     123.776	     2.26837	    0.074415
	         280	    0.151072	     2.08894	           0	           0	  0.00459651	     176.167	     123.086	     2.31784	   0.0734437
	         290	    0.155257	     2.11582	           0	           0	  0.00448679	     174.443	     122.431	     2.36451	   0.0717099
	         300	    0.157362	     2.13394	           0	           0	  0.00438126	      172.63	     121.679	      2.4114	   0.0701381
	         301	  0.00254485	    0.235964	           0	           0	  0.00169548	      43.878	     51.3578	  0.00521193	  0.00380613
	     301.307	  0.00209887	    0.232167	           0	           0	  0.00168353	     47.9809	     51.6987	-0.000705666	  0.00367271
	      301.92	  0.00211075	    0.226142	           0	           0	  0.00166455	      53.639	     52.1394	 -0.00872273	  0.00353878
	     303.102	  0.00156074	     0.21832	           0	           0	  0.00163731	     58.8215	     52.9161	  -0.0224393	  0.00340461
	         305	  0.00103405	    0.211148	           0	           0	  0.00160439	     58.5108	      54.107	   -0.043411	  0.00329293
	     308.796	 0.000414914	    0.205404	           0	           0	  0.00155501	     55.4905	     55.8764	  -0.0657078	  0.00407541
	         310	 0.000251125	    0.204191	           0	           0	  0.00154077	     54.4876	      56.394	  -0.0710106	  0.00370271
	     312.408	-5.05395e-06	     0.20302	           0	           0	  0.00151545	      52.753	     57.2198	  -0.0784258	   0.0036776
	         315	-0.000230792	    0.202498	           0	           0	  0.00149102	     51.3573	     57.9683	  -0.0839706	  0.00366264
	         320	-0.000574313	    0.202301	           0	           0	  0.00145117	     49.6228	     59.0548	   -0.089971	    0.003646
	         330	 -0.00112198	    0.202022	           0	           0	  0.00138912	     47.7215	     60.4654	  -0.0931742	  0.00362053
	         340	 -0.00170648	     0.20155	           0	           0	  0.00133953	     46.2128	     61.4197	  -0.0859924	  0.00362338
	         350	 -0.00270354	    0.201276	           0	           0	  0.00129908	     44.8582	     62.0497	  -0.0687796	  0.00367273
	         360	 -0.00333346	    0.201191	           0	           0	  0.00126559	     43.4507	     62.4124	  -0.0402596	  0.00374594
	       360.5	   0.0609246	    0.841284	           0	           0	  0.00588605	     374.547	     159.094	     3.08082	     0.10343
	      360.61	   0.0628777	    0.866991	           0	           0	    0.005872	     369.314	     160.713	     3.14249	   0.0522553
	      360.71	   0.0645653	     0.88627	           0	           0	  0.00585195	     364.091	     160.186	      3.1944	   0.0523426
	      360.91	   0.0676959	    0.915778	           0	           0	  0.00581315	     355.017	     158.324	     3.27103	   0.0525928
	         361	   0.0692797	    0.928859	           0	           0	  0.00579779	     354.485	     157.731	     3.30321	   0.0527051
	      361.18	   0.0720787	    0.948112	           0	           0	  0.00576666	     345.832	     156.489	     2.76604	   0.0529356
	     361.541	   0.0774915	    0.980014	           0	           0	  0.00571307	     327.968	     154.062	     2.51673	   0.0533982
	     362.262	   0.0819393	     1.05438	           0	           0	  0.00563174	     302.896	      151.01	     2.26271	   0.0542363
	         363	   0.0856417	     1.16169	           0	           0	  0.00556925	     268.164	     149.029	     2.13696	   0.0550118
	     364.476	    0.089334	     1.20478	           0	           0	  0.00548509	     233.758	     146.874	     1.99367	   0.0563989
	         366	   0.0905005	     1.22613	           0	           0	  0.00542298	     217.711	     144.898	     1.96108	   0.0578884
	     369.048	   0.0935753	     1.26033	           0	           0	  0.00532973	     201.434	     141.419	     1.98792	   0.0608255
	         370	   0.0944922	     1.27111	           0	           0	  0.00530478	     197.225	     140.492	     2.01227	   0.0618097
	     371.905	   0.0959665	     1.29293	           0	           0	  0.00525513	     190.145	     136.546	     2.00702	   0.0637056
	     375.715	    0.099535	     1.35632	           0	           0	   0.0051664	     183.387	       132.2	     2.03678	   0.0675414
	     378.001	    0.102168	     1.38377	           0	           0	  0.00510881	     180.982	     131.184	     2.06767	   0.0696552
	     379.372	    0.104146	     1.41142	           0	           0	  0.00509137	     179.881	      130.79	     2.08502	   0.0710026
	     382.116	    0.107806	     1.45389	           0	           0	  0.00503646	     178.375	     130.446	     2.12739	   0.0731478
	     387.602	    0.114971	     1.54768	           0	           0	  0.00493667	      176.42	     130.431	     2.20266	   0.0756097
	     397.602	     0.12755	      1.7266	           0	           0	  0.00477134	     174.457	     130.699	     2.31281	   0.0723705
	     407.602	     0.13836	     1.88683	           0	           0	  0.00461477	     173.076	      129.92	     2.43003	   0.0697631
	     417.602	    0.147819	      2.0174	           0	           0	  0.00445936	     171.608	     129.673	     2.62523	   0.0675432
	         420	    0.149945	     2.04683	           0	           0	   0.0044211	     171.297	     129.692	     2.68061	   0.0670452
	     424.796	    0.155311	     2.03961	           0	           0	  0.00434603	      170.41	     129.636	     2.80137	   0.0660736
	     434.389	    0.160778	     2.12792	           0	           0	  0.00419827	     168.362	     129.423	      3.1139	    0.064281
	     444.389	    0.165042	     2.18451	           0	           0	    0.004051	     166.022	     128.973	     3.52159	   0.0625298
	     454.389	    0.168294	     2.22847	           0	           0	  0.00391402	     163.615	     128.247	     4.03865	   0.0608565
	     464.389	    0.167586	     2.21743	           0	           0	  0.00378653	     161.236	      127.28	     4.65314	   0.0592944
	     474.389	    0.158908	     2.12272	           0	           0	  0.00367256	     158.847	     126.116	     5.38055	   0.0577474
	         480	    0.155023	     2.08024	           0	           0	    0.003612	     157.537	     125.445	     5.84233	   0.0569208
	         490	    0.149561	      2.0213	           0	           0	  0.00351313	     155.311	      124.13	     6.78918	   0.0554585
	         500	    0.144956	     1.97331	           0	           0	  0.00342299	     153.114	     122.764	     20.2328	     0.05398
	         510	    0.140933	     1.93298	           0	           0	  0.00333103	     150.935	     121.264	     33.2984	   0.0525221
	         520	    0.137355	     1.89827	           0	           0	  0.00326256	     148.835	     120.058	     40.2232	   0.0510958
