
========================================
||   FASP: ITS example -- C version   ||
========================================

fasp_dcsrvec_read2: reading file ../data/csrmat_FE.dat...
fasp_dcsrvec_read2: reading file ../data/rhs_FE.dat...
A: m = 3969, n = 3969, nnz = 27281
b: n = 3969

       Parameters in ITS_param
-----------------------------------------------
Solver print level:                2
Solver type:                       1
Solver precond type:               2
Solver max num of iter:            500
Solver tolerance:                  1.00e-06
Solver stopping type:              1
-----------------------------------------------


Calling CG solver (CSR) ...
-----------------------------------------------------------
It Num |   ||r||/||b||   |     ||r||      |  Conv. Factor
-----------------------------------------------------------
   149 |  5.487204e-06   |  4.123281e-05  |     0.9102
   150 |  4.606144e-06   |  3.461222e-05  |     0.8394
   151 |  4.232525e-06   |  3.180471e-05  |     0.9189
   152 |  3.764478e-06   |  2.828763e-05  |     0.8894
   153 |  3.307154e-06   |  2.485114e-05  |     0.8785
   154 |  2.930098e-06   |  2.201781e-05  |     0.8860
   155 |  2.587795e-06   |  1.944562e-05  |     0.8832
   156 |  2.349355e-06   |  1.765389e-05  |     0.9079
   157 |  1.946957e-06   |  1.463013e-05  |     0.8287
   158 |  1.764385e-06   |  1.325822e-05  |     0.9062
   159 |  1.474104e-06   |  1.107694e-05  |     0.8355
   160 |  1.259658e-06   |  9.465523e-06  |     0.8545
   161 |  1.056025e-06   |  7.935353e-06  |     0.8383
   162 |  9.075274e-07   |  6.819486e-06  |     0.8594
Number of iterations = 162 with relative residual 9.075274e-07.
Iterative method costs 0.0079 seconds.
