
========================================
||   FASP: ITS example -- C version   ||
========================================

fasp_dcsrvec_read2: reading file ../data/csrmat_FE.dat...
fasp_dcsrvec_read2: reading file ../data/rhs_FE.dat...
A: m = 3969, n = 3969, nnz = 27281
b: n = 3969

       Parameters in ITS_param
-----------------------------------------------
Solver print level:                2
Solver type:                       1
Solver precond type:               2
Solver max num of iter:            500
Solver tolerance:                  1.00e-06
Solver stopping type:              1
-----------------------------------------------


Calling CG solver (CSR) ...
-----------------------------------------------------------
It Num |   ||r||/||b||   |     ||r||      |  Conv. Factor
-----------------------------------------------------------
     0 |  1.000000e+00   |  7.514358e+00  |     -.-- 
     1 |  5.078029e-01   |  3.815813e+00  |     0.5078
     2 |  3.728856e-01   |  2.801996e+00  |     0.7343
     3 |  3.359470e-01   |  2.524426e+00  |     0.9009
     4 |  2.590574e-01   |  1.946650e+00  |     0.7711
     5 |  2.380797e-01   |  1.789016e+00  |     0.9190
     6 |  1.992579e-01   |  1.497295e+00  |     0.8369
     7 |  1.847971e-01   |  1.388631e+00  |     0.9274
     8 |  1.619777e-01   |  1.217158e+00  |     0.8765
     9 |  1.513446e-01   |  1.137257e+00  |     0.9344
    10 |  1.364935e-01   |  1.025661e+00  |     0.9019
    11 |  1.283425e-01   |  9.644117e-01  |     0.9403
    12 |  1.179652e-01   |  8.864327e-01  |     0.9191
    13 |  1.115146e-01   |  8.379605e-01  |     0.9453
    14 |  1.038726e-01   |  7.805360e-01  |     0.9315
    15 |  9.863412e-02   |  7.411721e-01  |     0.9496
    16 |  9.277360e-02   |  6.971341e-01  |     0.9406
    17 |  8.842679e-02   |  6.644706e-01  |     0.9531
    18 |  8.378399e-02   |  6.295829e-01  |     0.9475
    19 |  8.011023e-02   |  6.019770e-01  |     0.9562
    20 |  7.633221e-02   |  5.735875e-01  |     0.9528
    21 |  7.317756e-02   |  5.498824e-01  |     0.9587
    22 |  7.003292e-02   |  5.262524e-01  |     0.9570
    23 |  6.728610e-02   |  5.056119e-01  |     0.9608
    24 |  6.461736e-02   |  4.855580e-01  |     0.9603
    25 |  6.219614e-02   |  4.673640e-01  |     0.9625
    26 |  5.989276e-02   |  4.500557e-01  |     0.9630
    27 |  5.773520e-02   |  4.338429e-01  |     0.9640
    28 |  5.571758e-02   |  4.186818e-01  |     0.9651
    29 |  5.377630e-02   |  4.040944e-01  |     0.9652
    30 |  5.198586e-02   |  3.906404e-01  |     0.9667
    31 |  5.022413e-02   |  3.774021e-01  |     0.9661
    32 |  4.861699e-02   |  3.653255e-01  |     0.9680
    33 |  4.700598e-02   |  3.532197e-01  |     0.9669
    34 |  4.554874e-02   |  3.422696e-01  |     0.9690
    35 |  4.406559e-02   |  3.311246e-01  |     0.9674
    36 |  4.273253e-02   |  3.211075e-01  |     0.9697
    37 |  4.135901e-02   |  3.107864e-01  |     0.9679
    38 |  4.013076e-02   |  3.015569e-01  |     0.9703
    39 |  3.885861e-02   |  2.919975e-01  |     0.9683
    40 |  3.776252e-02   |  2.837611e-01  |     0.9718
    41 |  3.678565e-02   |  2.764205e-01  |     0.9741
    42 |  3.648645e-02   |  2.741722e-01  |     0.9919
    43 |  3.725368e-02   |  2.799375e-01  |     1.0210
    44 |  3.922957e-02   |  2.947850e-01  |     1.0530
    45 |  4.003513e-02   |  3.008383e-01  |     1.0205
    46 |  3.683219e-02   |  2.767703e-01  |     0.9200
    47 |  3.161285e-02   |  2.375503e-01  |     0.8583
    48 |  2.944107e-02   |  2.212307e-01  |     0.9313
    49 |  2.961834e-02   |  2.225628e-01  |     1.0060
    50 |  2.774118e-02   |  2.084571e-01  |     0.9366
    51 |  2.513603e-02   |  1.888811e-01  |     0.9061
    52 |  2.489908e-02   |  1.871006e-01  |     0.9906
    53 |  2.379644e-02   |  1.788150e-01  |     0.9557
    54 |  2.190590e-02   |  1.646088e-01  |     0.9206
    55 |  2.161330e-02   |  1.624101e-01  |     0.9866
    56 |  2.052429e-02   |  1.542269e-01  |     0.9496
    57 |  1.922097e-02   |  1.444332e-01  |     0.9365
    58 |  1.899783e-02   |  1.427565e-01  |     0.9884
    59 |  1.772175e-02   |  1.331676e-01  |     0.9328
    60 |  1.710762e-02   |  1.285528e-01  |     0.9653
    61 |  1.655270e-02   |  1.243829e-01  |     0.9676
    62 |  1.552248e-02   |  1.166414e-01  |     0.9378
    63 |  1.521549e-02   |  1.143346e-01  |     0.9802
    64 |  1.434362e-02   |  1.077831e-01  |     0.9427
    65 |  1.380686e-02   |  1.037497e-01  |     0.9626
    66 |  1.331737e-02   |  1.000715e-01  |     0.9645
    67 |  1.255601e-02   |  9.435038e-02  |     0.9428
    68 |  1.226472e-02   |  9.216148e-02  |     0.9768
    69 |  1.151482e-02   |  8.652650e-02  |     0.9389
    70 |  1.118571e-02   |  8.405344e-02  |     0.9714
    71 |  1.061086e-02   |  7.973381e-02  |     0.9486
    72 |  1.015676e-02   |  7.632152e-02  |     0.9572
    73 |  9.761483e-03   |  7.335128e-02  |     0.9611
    74 |  9.228086e-03   |  6.934314e-02  |     0.9454
    75 |  8.926813e-03   |  6.707927e-02  |     0.9674
    76 |  8.402308e-03   |  6.313795e-02  |     0.9412
    77 |  8.108596e-03   |  6.093089e-02  |     0.9650
    78 |  7.655985e-03   |  5.752981e-02  |     0.9442
    79 |  7.326043e-03   |  5.505051e-02  |     0.9569
    80 |  6.962474e-03   |  5.231852e-02  |     0.9504
    81 |  6.595153e-03   |  4.955834e-02  |     0.9472
    82 |  6.303172e-03   |  4.736429e-02  |     0.9557
    83 |  5.918870e-03   |  4.447651e-02  |     0.9390
    84 |  5.659666e-03   |  4.252875e-02  |     0.9562
    85 |  5.255364e-03   |  3.949069e-02  |     0.9286
    86 |  4.918939e-03   |  3.696267e-02  |     0.9360
    87 |  4.339870e-03   |  3.261134e-02  |     0.8823
    88 |  3.655783e-03   |  2.747087e-02  |     0.8424
    89 |  2.756110e-03   |  2.071040e-02  |     0.7539
    90 |  1.937349e-03   |  1.455793e-02  |     0.7029
    91 |  1.346555e-03   |  1.011849e-02  |     0.6951
    92 |  1.085481e-03   |  8.156692e-03  |     0.8061
    93 |  1.124278e-03   |  8.448231e-03  |     1.0357
    94 |  1.270462e-03   |  9.546709e-03  |     1.1300
    95 |  1.181328e-03   |  8.876924e-03  |     0.9298
    96 |  8.759339e-04   |  6.582081e-03  |     0.7415
    97 |  7.503993e-04   |  5.638769e-03  |     0.8567
    98 |  8.058195e-04   |  6.055217e-03  |     1.0739
    99 |  8.049942e-04   |  6.049015e-03  |     0.9990
   100 |  6.417503e-04   |  4.822342e-03  |     0.7972
   101 |  5.954466e-04   |  4.474399e-03  |     0.9278
   102 |  6.260289e-04   |  4.704206e-03  |     1.0514
   103 |  5.342442e-04   |  4.014502e-03  |     0.8534
   104 |  4.430365e-04   |  3.329135e-03  |     0.8293
   105 |  4.503682e-04   |  3.384228e-03  |     1.0165
   106 |  4.071791e-04   |  3.059690e-03  |     0.9041
   107 |  3.301214e-04   |  2.480651e-03  |     0.8108
   108 |  3.248075e-04   |  2.440720e-03  |     0.9839
   109 |  2.928629e-04   |  2.200677e-03  |     0.9017
   110 |  2.389628e-04   |  1.795652e-03  |     0.8160
   111 |  2.300780e-04   |  1.728889e-03  |     0.9628
   112 |  2.047679e-04   |  1.538699e-03  |     0.8900
   113 |  1.679041e-04   |  1.261692e-03  |     0.8200
   114 |  1.635041e-04   |  1.228629e-03  |     0.9738
   115 |  1.384991e-04   |  1.040731e-03  |     0.8471
   116 |  1.194508e-04   |  8.975963e-04  |     0.8625
   117 |  1.143327e-04   |  8.591366e-04  |     0.9572
   118 |  9.548267e-05   |  7.174910e-04  |     0.8351
   119 |  8.713877e-05   |  6.547919e-04  |     0.9126
   120 |  8.210540e-05   |  6.169694e-04  |     0.9422
   121 |  6.972305e-05   |  5.239240e-04  |     0.8492
   122 |  6.882710e-05   |  5.171915e-04  |     0.9871
   123 |  6.221885e-05   |  4.675347e-04  |     0.9040
   124 |  5.756883e-05   |  4.325928e-04  |     0.9253
   125 |  5.696508e-05   |  4.280560e-04  |     0.9895
   126 |  4.945861e-05   |  3.716497e-04  |     0.8682
   127 |  5.061127e-05   |  3.803112e-04  |     1.0233
   128 |  4.620138e-05   |  3.471737e-04  |     0.9129
   129 |  4.354761e-05   |  3.272324e-04  |     0.9426
   130 |  4.402570e-05   |  3.308249e-04  |     1.0110
   131 |  3.931689e-05   |  2.954412e-04  |     0.8930
   132 |  3.888640e-05   |  2.922063e-04  |     0.9891
   133 |  3.463241e-05   |  2.602404e-04  |     0.8906
   134 |  3.102018e-05   |  2.330968e-04  |     0.8957
   135 |  2.804188e-05   |  2.107168e-04  |     0.9040
   136 |  2.371012e-05   |  1.781663e-04  |     0.8455
   137 |  2.220269e-05   |  1.668390e-04  |     0.9364
   138 |  1.985097e-05   |  1.491673e-04  |     0.8941
   139 |  1.844000e-05   |  1.385648e-04  |     0.9289
   140 |  1.668664e-05   |  1.253894e-04  |     0.9049
   141 |  1.390231e-05   |  1.044669e-04  |     0.8331
   142 |  1.252172e-05   |  9.409272e-05  |     0.9007
   143 |  1.071047e-05   |  8.048234e-05  |     0.8554
   144 |  1.013244e-05   |  7.613875e-05  |     0.9460
   145 |  8.791841e-06   |  6.606504e-05  |     0.8677
   146 |  7.659957e-06   |  5.755966e-05  |     0.8713
   147 |  6.854394e-06   |  5.150637e-05  |     0.8948
   148 |  6.028504e-06   |  4.530034e-05  |     0.8795
